Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"23,816"
2. Krediti i potrazivanja od banaka,"64,939"
3. Krediti i potrazivanja od klijenata,"86,275"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"18,293"
8.a. - raspolozive za prodaju,"18,184"
8.b. - koje se drze do dospijeca,109
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,609
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,139"
13. Nematerijalna sredstva,276
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,125
16. Ostala finansijska potrazivanja,"18,989"
17. Ostala poslovna potrazivanja,"35,906"
18. UKUPNA SREDSTVA:,"256,368"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"201,494"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"17,513"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,254
28. Tekuce poreske obaveze,16
29. Odlozene poreske obaveze,
30. Ostale obaveze,"2,816"
31. Subordinisani dug,"1,356"
32. UKUPNE OBAVEZE:,"223,449"
Kapital,IZNOS
33. Akcijski kapital,"30,659"
34. Emisione premije,
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,310
37. Ostale rezerve,"1,950"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,919"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"256,368"
